credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,fico_category,fico_cat_Poor,fico_cat_Fair,fico_cat_Good,fico_cat_Excellent,interest_tier,int_tier_Low,int_tier_Medium,int_tier_High,int_tier_Very High,dti_category,dti_cat_Low DTI,dti_cat_Medium DTI,dti_cat_High DTI,revol_util_category,util_cat_Very Low,util_cat_Low,util_cat_Medium,util_cat_High,util_cat_Very High,loan_amount,credit_years,credit_history_length,cred_hist_< 5 years,cred_hist_5-10 years,cred_hist_10-15 years,cred_hist_15+ years,fico_interest_interaction,dti_util_interaction,high_risk_flag,annual_income,monthly_income,payment_to_income_ratio,inquiries_per_year,combined_risk_score,has_delinquency,has_public_record,high_inquiries,high_utilization,meets_credit_policy
1,credit_card,0.1103,183.42,10.59663473,16.98,697,3660.0,8366,62.0,2,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Medium DTI,False,True,False,High,False,False,False,True,False,5600.110379275197,10.027397260273972,10-15 years,False,False,True,False,76.8791,1052.76,0,39999.99987615706,3333.3333230130884,0.055026000170364534,0.39890710382513667,0.5015084527144065,0,0,0,0,1
1,all_other,0.1166,57.85,10.40426284,4.51,672,2130.0,6487,53.6,3,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,Medium,False,False,True,False,False,1750.2641821294208,5.835616438356165,5-10 years,False,True,False,False,78.3552,241.736,0,32999.99998519561,2749.999998766301,0.021036363645800926,1.028169014084507,0.4870829999784799,0,0,0,0,1
1,credit_card,0.06,231.03,11.1844214,14.07,672,2910.0,15885,46.9,1,1,0,0,Fair,False,True,False,False,Low,True,False,False,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,7594.190881757456,7.972602739726027,5-10 years,False,True,False,False,40.32,659.883,0,72000.00014413013,6000.000012010844,0.038504999922920405,0.2508591065292096,0.4179336653157242,1,0,0,0,1
1,debt_consolidation,0.0945,128.04,10.12647109,11.38,722,1710.0,6291,24.0,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Low,False,True,False,False,False,4000.0522229468165,4.684931506849315,< 5 years,True,False,False,False,68.229,273.12,0,24995.999973779908,2082.999997814992,0.06146903511008656,0.0,0.34875337659515016,0,0,0,0,1
1,debt_consolidation,0.1008,242.29,11.08214255,16.26,717,2820.0,16471,37.9,1,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Low,False,True,False,False,False,7500.1331592621445,7.726027397260274,5-10 years,False,True,False,False,72.2736,616.254,0,65000.000072944706,5416.666672745392,0.04473046148826384,0.25886524822695034,0.41209368632591437,0,0,0,0,1
1,all_other,0.08,219.36,11.08214255,5.26,762,3870.0,0,0.0,1,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,7000.173656705299,10.602739726027398,10-15 years,False,False,True,False,60.96,0.0,0,65000.000072944706,5416.666672745392,0.040497230723783716,0.18863049095607234,0.18562851739828445,0,0,0,0,1
1,all_other,0.0832,110.2,10.63258761,9.86,752,7170.0,11077,56.2,0,0,0,0,Excellent,False,False,False,True,Medium,False,True,False,False,Low DTI,True,False,False,Medium,False,False,True,False,False,3500.168609371263,19.643835616438356,15+ years,False,False,False,True,62.566399999999994,554.132,0,41464.27988835392,3455.356657362827,0.03189251094099967,0.0,0.30424231972255555,0,0,0,0,1
1,credit_card,0.1355,254.7,10.91508846,21.51,672,3870.0,17590,86.2,1,0,0,1,Fair,False,True,False,False,High,False,False,True,False,High DTI,False,False,True,Very High,False,False,False,False,True,7500.1156633805185,10.602739726027398,10-15 years,False,False,True,False,91.05600000000001,1854.1620000000003,1,54999.999768196554,4583.3333140163795,0.05557090932511869,0.18863049095607234,0.6495421185304111,0,0,0,1,1
1,credit_card,0.1039,162.26,10.91501573,12.18,692,1770.0,4520,47.1,1,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,5000.215746877923,4.8493150684931505,< 5 years,True,False,False,False,71.89880000000001,573.678,0,54995.99976367537,4582.999980306281,0.035404756861717505,0.4124293785310735,0.45572100813336874,0,0,0,0,1
1,debt_consolidation,0.1134,246.75,9.975808214,13.67,687,1199.958333,8359,64.5,2,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Medium DTI,False,True,False,High,False,False,False,True,False,7500.008333837948,3.287557076712329,< 5 years,True,False,False,False,77.9058,881.715,0,21499.9999975113,1791.666666459275,0.13772093024849982,1.2167089138419274,0.5126385598133303,0,0,0,0,1
1,debt_consolidation,0.1039,153.33,10.4723179,18.99,712,1859.958333,8775,34.1,1,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Low,False,True,False,False,False,4725.028229192605,5.0957762547945205,5-10 years,False,True,False,False,73.97680000000001,647.559,0,35324.00004985302,2943.666670821085,0.05208809866955189,0.3924819105074006,0.4362206118000908,0,0,0,0,1
1,all_other,0.1166,231.37,10.69194491,20.54,702,2339.958333,8507,56.7,0,1,0,0,Good,False,False,True,False,Medium,False,True,False,False,High DTI,False,False,True,Medium,False,False,True,False,False,7000.149072070598,6.410844747945205,5-10 years,False,True,False,False,81.8532,1164.618,0,43999.99987238248,3666.6666560318736,0.06310090927392685,0.0,0.5154336188611124,1,0,0,0,1
1,educational,0.0768,109.17,9.741203889,2.26,752,1800.0,1223,10.7,0,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,3500.277799696089,4.931506849315069,< 5 years,True,False,False,False,57.75359999999999,24.181999999999995,0,17003.999991860503,1416.9999993217086,0.07704304873130391,0.0,0.1965624293999088,0,0,0,0,1
1,credit_card,0.0832,156.64,10.71441777,11.04,767,7439.958333,15862,53.8,0,0,0,0,Excellent,False,False,False,True,Medium,False,True,False,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,4975.194291941149,20.383447487671233,15+ years,False,False,False,True,63.8144,593.9519999999999,0,45000.00005613948,3750.0000046782898,0.04177066661455592,0.0,0.27921801006389535,0,0,0,0,1
1,debt_consolidation,0.1103,166.23,11.40756495,17.71,692,3480.0,39307,86.0,0,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Medium DTI,False,True,False,Very High,False,False,False,False,True,5075.271771600241,9.534246575342467,5-10 years,False,True,False,False,76.32759999999999,1523.0600000000002,0,90000.00006188375,7500.00000515698,0.022163999984760093,0.0,0.5447177523003569,0,0,0,1,1
1,credit_card,0.1134,131.6,10.30895266,8.32,677,2219.958333,4255,30.8,3,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,4000.004444713572,6.0820776246575345,5-10 years,False,True,False,False,76.7718,256.25600000000003,0,29999.999980671204,2499.999998389267,0.05264000003391559,0.9865050021188844,0.46197850509376803,0,0,0,0,1
1,debt_consolidation,0.0737,36.48,10.46321762,7.1,782,4860.958333,3914,15.5,0,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,1175.0098643535541,13.317694063013697,10-15 years,False,False,True,False,57.6334,110.05,0,35004.00001205112,2917.00000100426,0.012505999310058526,0.0,0.16508491426583016,0,0,0,0,1
1,home_improvement,0.0832,149.55,10.6454249,5.49,747,13259.95833,398,1.2,3,2,0,1,Good,False,False,True,False,Medium,False,True,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,4750.001955820983,36.32865295890411,15+ years,False,False,False,True,62.1504,6.588,0,42000.00011484878,3500.0000095707314,0.04272857131173038,0.16515889005814094,0.22233774198187442,1,0,0,0,1
1,credit_card,0.0976,162.39,10.54975275,15.63,722,7920.0,967,6.4,1,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Very Low,True,False,False,False,False,5050.28421596635,21.698630136986303,15+ years,False,False,False,True,70.4672,100.03200000000001,0,38168.00010702523,3180.666675585436,0.051055334168303046,0.09217171717171717,0.35379316536722133,0,0,0,0,1
1,debt_consolidation,0.1261,251.3,10.45679779,17.8,672,5612.958333,12893,76.7,0,1,0,0,Fair,False,True,False,False,High,False,False,True,False,Medium DTI,False,True,False,High,False,False,False,True,False,7500.057286826415,15.377968035616437,15+ years,False,False,False,True,84.7392,1365.2600000000002,1,34780.00007275021,2898.333339395851,0.08670500269385258,0.0,0.60096187172222,1,0,0,1,1
1,all_other,0.1039,134.67,11.2515607,5.91,697,6900.0,17243,43.0,1,0,0,1,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,Medium,False,False,True,False,False,4150.000336694502,18.904109589041095,15+ years,False,False,False,True,72.4183,254.13,0,76999.99993564184,6416.666661303487,0.02098753248507427,0.10579710144927537,0.40985875951733897,0,0,0,0,1
1,home_improvement,0.1229,163.43,13.12236338,2.19,672,2190.0,6459,23.8,1,0,0,0,Fair,False,True,False,False,High,False,False,True,False,Low DTI,True,False,False,Low,False,True,False,False,False,4900.010499526049,6.0,5-10 years,False,True,False,False,82.58879999999999,52.122,0,500000.0012978354,41666.66677481961,0.0039223199898189495,0.3333333333333333,0.44998888642895607,0,0,0,0,1
1,credit_card,0.0832,151.13,10.57131693,10.83,742,6329.958333,29129,48.3,6,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,4800.185861472585,17.342351597260272,15+ years,False,False,False,True,61.734399999999994,523.0889999999999,0,39000.00019064044,3250.0000158867037,0.046501538234228874,0.6919476826831114,0.31774546299246953,0,0,1,0,1
1,debt_consolidation,0.1008,129.22,10.51867319,20.92,742,8760.0,1620,17.2,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,High DTI,False,False,True,Very Low,True,False,False,False,False,4000.0297446855184,24.0,15+ years,False,False,False,True,74.7936,359.824,0,36999.99993982461,3083.333328318717,0.041909189257348704,0.0,0.3628207295883399,0,0,0,0,1
1,all_other,0.1273,335.67,11.00209984,20.64,712,1800.0,3353,54.1,0,0,0,0,Good,False,False,True,False,High,False,False,True,False,High DTI,False,False,True,Medium,False,False,True,False,False,10000.87882296688,4.931506849315069,< 5 years,True,False,False,False,90.63759999999999,1116.624,0,59999.99992774572,4999.9999939788095,0.06713400008084533,0.0,0.5145766210058861,0,0,0,0,1
1,home_improvement,0.0863,50.61,11.00209984,17.64,732,5070.0,24249,54.6,1,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,1600.1740340272406,13.89041095890411,10-15 years,False,False,True,False,63.1716,963.144,0,59999.99992774572,4999.9999939788095,0.010122000012189297,0.14398422090729784,0.384333042800103,0,0,0,0,1
1,debt_consolidation,0.1039,194.71,10.54534144,17.91,707,1410.0,3718,19.8,2,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Very Low,True,False,False,False,False,6000.1972641106895,3.863013698630137,< 5 years,True,False,False,False,73.4573,354.618,0,38000.000049076116,3166.666670756343,0.061487368341643124,1.0354609929078014,0.4220905176846354,0,0,0,0,1
1,debt_consolidation,0.1292,168.28,10.59653473,16.29,667,2729.958333,14244,85.8,2,0,0,0,Fair,False,True,False,False,High,False,False,True,False,Medium DTI,False,True,False,Very High,False,False,False,False,True,5000.084394901103,7.479337898630137,5-10 years,False,True,False,False,86.1764,1397.6819999999998,1,39996.00007616279,3333.000006346899,0.050489048808746204,0.5348066973592157,0.6201209969922028,0,0,0,1,1
1,debt_consolidation,0.1261,251.3,11.22524339,20.58,677,6976.958333,57633,64.1,0,1,0,0,Fair,False,True,False,False,High,False,False,True,False,High DTI,False,False,True,High,False,False,False,True,False,7500.057286826415,19.1149543369863,15+ years,False,False,False,True,85.3697,1319.1779999999999,1,74999.99981111637,6249.999984259698,0.04020800010126177,0.0,0.5896957512770848,1,0,0,0,1
1,credit_card,0.0976,128.62,10.30895266,17.04,717,1110.0,2489,32.3,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Low,False,True,False,False,False,4000.04652908179,3.041095890410959,< 5 years,True,False,False,False,69.9792,550.3919999999999,0,29999.999980671204,2499.999998389267,0.051448000033147596,0.0,0.4028019623222128,0,0,0,0,1
1,debt_consolidation,0.1324,169.05,10.96812932,13.28,662,5609.958333,9816,65.4,0,1,0,0,Fair,False,True,False,False,High,False,False,True,False,Medium DTI,False,True,False,High,False,False,False,True,False,5000.049222649844,15.369748857534246,15+ years,False,False,False,True,87.6488,868.5120000000001,0,57995.999905287594,4832.9999921072995,0.03497827442087173,0.0,0.5947770508182484,1,0,0,0,1
1,debt_consolidation,0.1166,138.82,11.13458902,8.51,672,4559.958333,20487,94.0,0,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,Very High,False,False,False,False,True,4200.028932812553,12.493036528767123,10-15 years,False,False,True,False,78.3552,799.9399999999999,0,68499.9997088533,5708.3333090711085,0.02431883222015106,0.0,0.558034071996072,0,0,0,1,1
1,credit_card,0.145,258.16,11.59910316,21.84,662,4950.0,44098,92.3,2,0,0,0,Fair,False,True,False,False,High,False,False,True,False,High DTI,False,False,True,Very High,False,False,False,False,True,7500.077545122,13.561643835616438,10-15 years,False,False,True,False,95.99,2015.8319999999999,1,108999.99986797043,9083.33332233087,0.028421284438095874,0.29494949494949496,0.6957105546545654,0,0,0,1,1
1,debt_consolidation,0.1229,133.42,10.20507253,23.52,712,1440.0,3573,30.8,0,0,0,0,Good,False,False,True,False,High,False,False,True,False,High DTI,False,False,True,Low,False,True,False,False,False,4000.241086989937,3.9452054794520546,< 5 years,True,False,False,False,87.5048,724.416,0,27039.999995757433,2253.333332979786,0.05921005918088767,0.0,0.4911862010426956,0,0,0,0,1
1,all_other,0.1292,252.42,10.81977828,17.54,667,5939.958333,23401,35.8,1,3,0,1,Fair,False,True,False,False,High,False,False,True,False,Medium DTI,False,True,False,Low,False,True,False,False,False,7500.126592351654,16.273858446575343,15+ years,False,False,False,True,86.1764,627.9319999999999,1,49999.99977948582,4166.666648290485,0.06058080026717851,0.12289648497101671,0.5633541313674483,1,0,0,0,1
1,debt_consolidation,0.1166,82.64,10.41774727,23.75,702,5430.0,3877,23.8,2,0,1,0,Good,False,False,True,False,Medium,False,True,False,False,High DTI,False,False,True,Low,False,True,False,False,False,2500.290959570879,14.876712328767123,10-15 years,False,False,True,False,81.8532,565.25,0,33447.99989843845,2787.333324869871,0.02964840956144279,0.26887661141804786,0.49003445919724675,0,1,0,0,1
1,all_other,0.0737,99.35,10.71973693,1.72,797,4559.958333,1397,3.0,0,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,3200.0337177501538,12.493036528767123,10-15 years,False,False,True,False,58.7389,5.16,0,45239.99998959222,3769.9999991326854,0.026352785151951233,0.0,0.0944857204478987,0,0,0,0,1
1,all_other,0.1229,168.44,11.03488966,8.25,667,1919.958333,29863,82.7,0,0,0,1,Fair,False,True,False,False,High,False,False,True,False,Low DTI,True,False,False,Very High,False,False,False,False,True,5050.221920945773,5.260159816438356,5-10 years,False,True,False,False,81.9743,682.275,0,61999.99975031178,5166.6666458593145,0.03260129045387352,0.0,0.5638753634279279,0,0,0,1,1
1,credit_card,0.1197,219.12,10.89673933,18.76,682,2820.0,22677,86.3,1,1,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Medium DTI,False,True,False,Very High,False,False,False,False,True,6600.003370795781,7.726027397260274,5-10 years,False,True,False,False,81.6354,1618.988,0,54000.00024049383,4500.000020041152,0.048693333116473225,0.25886524822695034,0.5869882546065307,1,0,0,1,1
1,all_other,0.08,219.36,10.70324447,7.77,767,3870.0,6301,22.7,1,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,7000.173656705299,10.602739726027398,10-15 years,False,False,True,False,61.36,176.379,0,44500.000082132225,3708.3333401776854,0.059153258317789024,0.18863049095607234,0.21750639286927267,0,0,0,0,1
1,debt_consolidation,0.1071,244.52,11.28968191,13.02,702,3479.958333,8709,30.1,3,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Low,False,True,False,False,False,7500.255830042241,9.534132419178082,5-10 years,False,True,False,False,75.1842,391.902,0,79992.00010753446,6666.000008961205,0.03668166811750496,0.6293178798241663,0.4260315004355219,0,0,0,0,1
1,debt_consolidation,0.1261,251.3,11.28983191,18.18,677,4320.0,12749,61.9,1,0,0,1,Fair,False,True,False,False,High,False,False,True,False,Medium DTI,False,True,False,High,False,False,False,True,False,7500.057286826415,11.835616438356164,10-15 years,False,False,True,False,85.3697,1125.3419999999999,1,80003.99980750556,6666.999983958797,0.03769311543492469,0.16898148148148148,0.5749066206715716,0,0,0,0,1
1,credit_card,0.1379,306.68,10.77895629,16.64,692,3912.041667,14398,96.0,0,0,0,0,Fair,False,True,False,False,High,False,False,True,False,Medium DTI,False,True,False,Very High,False,False,False,False,True,8999.955671644673,10.717922375342466,10-15 years,False,False,True,False,95.4268,1597.44,1,48000.00000527866,4000.0000004398885,0.07666999999156844,0.0,0.604906827930609,0,0,0,1,1
1,all_other,0.0737,93.14,10.59653473,6.39,782,3570.0,409,2.0,0,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,3000.0114793281264,9.780821917808218,5-10 years,False,True,False,False,57.6334,12.78,0,39996.00007616279,3333.000006346899,0.027944794426233786,0.0,0.14451336789027058,0,0,0,0,1
1,credit_card,0.1134,213.85,10.54534144,12.95,687,5100.0,6236,67.8,2,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Medium DTI,False,True,False,High,False,False,False,True,False,6500.007222659555,13.972602739726028,10-15 years,False,False,True,False,77.9058,878.0099999999999,0,38000.000049076116,3166.666670756343,0.06753157886015296,0.28627450980392155,0.5131934172703319,0,0,0,0,1
1,debt_consolidation,0.1008,242.29,10.81977828,2.93,707,1740.0,8453,77.6,3,0,0,1,Good,False,False,True,False,Medium,False,True,False,False,Low DTI,True,False,False,High,False,False,False,True,False,7500.1331592621445,4.767123287671233,< 5 years,True,False,False,False,71.2656,227.368,0,49999.99977948582,4166.666648290485,0.05814960025645623,1.2586206896551724,0.41400136898167594,0,0,0,1,1
1,educational,0.1166,132.21,10.08580911,3.45,672,3719.958333,3060,21.7,0,1,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,4000.0419623047665,10.191666665753425,10-15 years,False,False,True,False,78.3552,74.865,0,24000.000016078007,2000.000001339834,0.06610499995571514,0.0,0.44156583984339787,1,0,0,0,1
1,major_purchase,0.0976,96.47,10.73630972,15.94,712,3479.958333,1062,48.3,1,2,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,3000.190395432439,9.534132419178082,5-10 years,False,True,False,False,69.4912,769.9019999999999,0,45996.0002222271,3833.000018518925,0.025168275380618468,0.20977262660805543,0.42676501200633343,1,0,0,0,1
1,all_other,0.0832,236.14,10.53677857,9.01,762,2881.0,4007,24.0,0,0,0,0,Excellent,False,False,False,True,Medium,False,True,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,7500.270557322413,7.8931506849315065,5-10 years,False,True,False,False,63.398399999999995,216.24,0,37676.00015286251,3139.666679405209,0.07521180561903956,0.0,0.2407937590333375,0,0,0,0,1
1,major_purchase,0.0945,96.03,10.16554408,14.82,717,4169.958333,1059,11.1,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Very Low,True,False,False,False,False,3000.0391672101127,11.424543378082191,10-15 years,False,False,True,False,67.7565,164.502,0,25992.00006890645,2166.0000057422044,0.044335179937866266,0.0,0.35901816192680075,0,0,0,0,1
1,major_purchase,0.08,235.03,11.98292909,9.98,772,5909.958333,19414,27.9,1,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,7500.231649049264,16.191666665753424,15+ years,False,False,False,True,61.76,278.442,0,159999.99932544588,13333.33327712049,0.01762725007431584,0.12352032939451184,0.22582344214062217,0,0,0,0,1
1,debt_consolidation,0.0945,233.67,10.63103616,16.52,727,3135.0,2185,15.4,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Very Low,True,False,False,False,False,7300.00158494207,8.58904109589041,5-10 years,False,True,False,False,68.7015,254.408,0,41400.00000772503,3450.0000006437526,0.06773043476997054,0.0,0.35434502729585643,0,0,0,0,1
1,all_other,0.0945,32.01,11.01862914,9.45,712,3119.958333,9332,97.2,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Low DTI,True,False,False,Very High,False,False,False,False,True,1000.0130557367041,8.547831049315068,5-10 years,False,True,False,False,67.284,918.54,0,60999.99980751764,5083.333317293137,0.0062970492001978825,0.0,0.4499640514758392,0,0,0,1,1
1,all_other,0.0976,176.86,11.04132055,0.0,707,2669.958333,0,0.0,2,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,,False,False,False,Very Low,True,False,False,False,False,5500.297225419106,7.314954336986301,5-10 years,False,True,False,False,69.0032,0.0,0,62399.999728090814,5199.999977340901,0.034011538609744395,0.5468250129430016,0.29537857610182594,0,0,0,0,1
1,all_other,0.1039,243.38,10.30895266,10.24,702,10319.95833,10444,14.1,1,1,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Very Low,True,False,False,False,False,7500.015459602791,28.273858438356164,15+ years,False,False,False,True,72.93780000000001,144.384,0,29999.999980671204,2499.999998389267,0.09735200006272322,0.07073671972859603,0.3858067677143147,1,0,0,0,1
1,all_other,0.08,235.03,11.00209984,4.96,777,7859.958333,78935,26.2,7,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,7500.231649049264,21.534132419178082,15+ years,False,False,False,True,62.160000000000004,129.952,0,59999.99992774572,4999.9999939788095,0.04700600005660642,0.6501306729000952,0.18924474806790503,0,0,1,0,1
1,credit_card,0.0976,128.62,9.392661929,9.6,707,1320.0,3987,31.9,1,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,4000.04652908179,3.6164383561643834,< 5 years,True,False,False,False,69.0032,306.23999999999995,0,12000.000002758363,1000.0000002298635,0.12861999997043497,0.5530303030303031,0.3836527455827024,0,0,0,0,1
1,educational,0.1008,226.14,10.40426284,18.91,717,3480.958333,9379,10.9,0,1,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Very Low,True,False,False,False,False,7000.206829153251,9.53687214520548,5-10 years,False,True,False,False,72.2736,206.119,0,32999.99998519561,2749.999998766301,0.08223272730961834,0.0,0.39132776313420775,1,0,0,0,1
1,all_other,0.1008,80.77,11.08220409,1.55,697,4380.0,9743,62.9,1,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,High,False,False,False,True,False,2500.25075435884,12.0,10-15 years,False,False,True,False,70.2576,97.495,0,65004.000296034734,5417.000024669561,0.014910466980277889,0.16666666666666666,0.40716739609671676,0,0,0,0,1
1,credit_card,0.0768,93.57,12.20607265,2.49,767,3870.0,3119,1.5,2,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,3000.100702734845,10.602739726027398,10-15 years,False,False,True,False,58.90559999999999,3.7350000000000003,0,200000.00089396513,16666.66674116376,0.005614199974905505,0.3772609819121447,0.15821034938076797,0,0,0,0,1
1,credit_card,0.08,206.83,9.942708266,10.04,767,3449.958333,7797,72.2,0,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Medium DTI,False,True,False,High,False,False,False,True,False,6600.318733663189,9.451940638356165,5-10 years,False,True,False,False,61.36,724.8879999999999,0,20800.000006460294,1733.3333338716911,0.11932499996293873,0.0,0.2912665043905167,0,0,0,1,1
1,debt_consolidation,0.1229,250.15,11.08214255,1.68,672,1259.958333,2871,7.9,2,3,0,0,Fair,False,True,False,False,High,False,False,True,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,7500.077259110573,3.4519406383561644,< 5 years,True,False,False,False,82.58879999999999,13.272,0,65000.000072944706,5416.666672745392,0.04618153840971233,1.1587684781001404,0.42739346508284753,1,0,0,0,1
1,home_improvement,0.0863,158.14,11.77528973,10.62,727,7769.958333,1780,25.8,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Low,False,True,False,False,False,5000.0300679918555,21.28755707671233,15+ years,False,False,False,True,62.7401,273.996,0,130000.00007309658,10833.333339424715,0.014597538453330536,0.0,0.3221859848897839,0,0,0,0,1
1,home_improvement,0.0945,192.06,11.60823564,8.68,722,13349.95833,1390,1.8,1,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,6000.0783344202255,36.57522830136986,15+ years,False,False,False,True,68.229,15.624,0,109999.99947479916,9166.66662289993,0.02095200010003644,0.0546818186210773,0.3072521592857965,0,0,0,0,1
1,credit_card,0.1071,78.25,10.49127422,15.2,687,3029.958333,2823,33.2,3,1,1,0,Fair,False,True,False,False,Medium,False,True,False,False,Medium DTI,False,True,False,Low,False,True,False,False,False,2400.1922897955396,8.301255706849314,5-10 years,False,True,False,False,73.57770000000001,504.64000000000004,0,36000.00009222308,3000.000007685257,0.026083333266514293,0.7227822165566394,0.4687605929419007,1,1,0,0,1
1,debt_consolidation,0.1103,245.65,11.00209984,16.12,692,4469.958333,16382,52.3,1,1,0,1,Fair,False,True,False,False,Medium,False,True,False,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,7500.093308630206,12.246461186301369,10-15 years,False,False,True,False,76.32759999999999,843.076,0,59999.99992774572,4999.9999939788095,0.04913000005916422,0.16331248428216613,0.49427814655151536,1,0,0,0,1
1,all_other,0.1229,64.21,11.00209984,11.1,662,3059.958333,6317,45.4,0,0,0,0,Fair,False,True,False,False,High,False,False,True,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,1925.1647443833294,8.383447487671233,5-10 years,False,True,False,False,81.35979999999999,503.93999999999994,0,59999.99992774572,4999.9999939788095,0.012842000015464825,0.0,0.5404299076537904,0,0,0,0,1
1,debt_consolidation,0.1197,249.0,11.41861479,7.89,677,5249.958333,13068,30.6,3,1,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,7500.003830449751,14.383447487671232,10-15 years,False,False,True,False,81.0369,241.434,0,91000.00040959212,7583.33336746601,0.03283516468737335,0.4171461678532145,0.47165793273642204,1,0,0,0,1
1,all_other,0.1324,253.58,11.32055357,11.42,662,2609.958333,12844,51.8,1,0,1,0,Fair,False,True,False,False,High,False,False,True,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,7500.221720671679,7.150570775342466,5-10 years,False,True,False,False,87.6488,591.5559999999999,0,82499.99980837124,6874.9999840309365,0.036884363722037634,0.2796979517910181,0.568321777119984,0,1,0,0,1
1,all_other,0.1545,174.44,10.59663473,24.57,662,2435.0,1851,92.5,3,0,0,0,Fair,False,True,False,False,High,False,False,True,False,High DTI,False,False,True,Very High,False,False,False,False,True,5000.27220582373,6.671232876712328,5-10 years,False,True,False,False,102.279,2272.725,1,39999.99987615706,3333.3333230130884,0.05233200016202372,0.8993839835728953,0.7278533861878289,0,0,0,1,1
